text,polarity
افضل جوال سامسونج هيكل قوي ونظام مبدع جميل الشكل مضاد للاتربه والماء شكله مميز باقي جوالات سامسونج المتميزه بالنعومه,1
جيد التوصيل جيد,1
سيء جدا جدا جدا كتقيم عام تفصيلا الكاميرا تصل ابدا ميجا بيكسل رديءه الاماكن المغلقه تصل ميجا الاساس الوانها طبيعيه جوده الصوره عموما سيءه الذاكره الداخليه جيجا بايت انما جيجا بايت الهاتف يسخن جدا تشغيل الانترنت يفصل الشريحه تشغل الانترنت فيكون بلا قيمه الاساس الشبكه ال موجوده علي الشريحه الاولي فقط يمكن تحديث النظام الي اصدارات احدث نظام الاندرويد ال دقيق بالمره فهناك فرق المكان يظهرك بحوالي او متر داءما يصدف ان يظهرك مكانك مره واحده,0
مشاء الله مواصفات عجيبه,1
جهاز متميز هواوي بسعر منافس جدا,1
راءع,1
مطابق تماما للمواصفات,1
موبايل جامد اوي وبرستيش,1
سلعه جميله جدا وباءع ممتاز وسعر ممتاز,1
جهاز راءع انيق حجم مناسب جدا خفيف الوزن انصح,1
جهاز جميل وحجمه راءع مرفقاته وخاصه السماعه لشركه لينوفو رايت فديو يوتيوب المرفقات ولاحظت السماعه عليها اسم المنتج وتفاجات ان السماعه اللتي جاءت المنتج سيءه ورديءه الصنع فارجو الوكيل ملاحظه الشيء وشكرا,1
شكر الي موقع سوق علي مصدقيته مواصفات التليفون والخدمه المميزه تسليم السلع,1
بصراحه اشتريته علي بالي واتس دام تويتر وفيس بوك تفاجات انه مافيه ولايدعمه هالجهاز,0
ينصح,1
قمت بطلب الجهاز وتبين انه يحتوي علي لغه عربيه,0
الكاميرا جميله وراءعه وانا اعطي الجهاز اربع نجوم بسبب النظام ينزل اغلب برامج المحادثه الواتس اب والاسكاي والاين وغيرها,1
شلش مره,0
سعره اقل وفيه فلاش كنت قيمته اكار كدا فشل واضح سوني انها ماحطتش ليه فلاش,0
عملي ومناسب,0
اشتريت السلعه علي اساس انها جديده ولكني فوجءت مستعمله وفيها عطل باور الكهرباء ان الهاتف يخسر الكهرباء بسرعه رغم اني اشتريت بطاريه جديده اصليه,0
الجهاز اكثر اجهزه روعه جوالات سامسونج الوانه ودقه شاشته مثيل وبطاريته قويه جدا وله كاميرا عاليه الدقه,1
ممتاز ومواصفاتها ممتازه والصوت جدا عالي واضح,1
سعر مبالغ جدا جدا جدا,0
موبيل ممتاز وانصح بشراءه,1
الحاله ممتازه التغليف اكثر راءع السرعه التوصيل,1
مافيش اروع احلي كده بصراحه,1
راءع سانصح اصدقاءي,1
الموبايل امكانياته جباره وخفيف شغله وسريع جدا,1
جيده وذات امكانيات كثيره وتتناسب احتياجاتي ولون الجهاز راءع,1
جهاز ممتاز استفدت خصوصا لكبار السن وكذلك صوته عالي امكانيه اختيار نوع التنبيه ومسافه استقباله جيده,1
غاركينيا كامبوغيا مستخلصات نباتيه,1
ممتازه لسعرها جوده الصوت يفوق السعر ملمس راءع وخفيفه جدا وصغيره جدا واكثر راءعه,1
جميل جدا وسعره يفوق الخيال سهل الاستخدام وكيوت شكرا للباءع,1
انها جدا مميزه وجميله,1
السلعه راءعه يوجد عيوب,1
راءع جدا للاستخدام وسهل استخدامه واشياء كثيره,1
السلعه غاليه وسيءه اسوء سماعات اشتريتها,0
لمن يبحث اغلام كرتون مميزه يتردد,1
اكون صريحه السلعه الكثير الاشياء السيءه,0
احببته قلبي وانصح لجميع العاملين بالاعمال المكتبيه وحتي الاعمال الفنيه لان تقنيته عاليه وموفر للوقت,1
سعر الجهاز المرسلات الرياض سعر الشراء سوق كوم انت عظيم سوق كوم,1
تجربه جديده عالم ابل استخدام بسيط الوان مبهجه,1
السعر مبالغ اسعار بلاك بيري نزول العلم ان الجهاز اول اصدارات النظام الجديد وكان يعاني المشاكل,0
جهاز مفيد,1
السلعه ممتازه جدا وانا فتره كنت اتمني ان املكها تسهل التعامل الجوال بكل سهوله نقل الملفات المعلومات,1
المنتج جيد جدا والشاشه عاليه النقاء والقدره العاليه للبطاريه,1
السلعه ممتازه يجب كتابه بلد المنتج امركي بريطاني توضيح طريق الاحرف الموجوه خرج العلبه,1
جهاز اكثر راءع وانا بستخدمه وبنصح بشراءه لانه فعلا رفيق الحيه,1
السلعه اكثر ممتازه,1
الجهاز سعته كبيره,1
فلاش ميموري مزدوج للاب توب والهواتف الذكيه والتابلت جيجابايت ممتازه وشكلها متميز وصغيره الحجم وسهله وبسيطه اي شك,1
استخدام وشكل وحجم السلعه مناسب جدا,1
باءع جيد وسريع الشحن سعر السلعه جدا راءع السلعه ممتازه واعجبتني صراحه,1
ايجابيات سلبيات,1
سلعه ممتازه بسعر جيد انصح,1
ممري عملي ممتاز مفيد للجهزه الكمبيوتر النقال,1
راءع,1
سعره مناسب جدا,1
قطع ممتازه اي شي بجوالك ممكن تستخدم الشريحه علي اي جهاز,1
سلعه جيده سعرها مناسب ملاءمه تماما لمقاس الهاتف يعيبها فقط زر الغلق بالمرونه الكافيه كنت اتمني ان يكون اكثر مرونه,1
جيده وانصح باستخدامها,1
راءعه,1
اكثر رايع,1
سلعه سيءه والباءع اسلوبه سء للغايه انصح اعطيه نجمه واحده,0
جيد لايوجد بكرتونه المنت مغلف بكيس,1
عملي,0
السلفي ستيك مافيه اي ازرار,0
ممتازه جد وارخص بكثير سعر الخارج,1
حيد حدا,1
المنتج جيد وسعره مناسب جدا,1
العصا اعجبتني جدا خصوصا انك لاتحتاج الي ان تلمس الجوال تاخذ الصوره,1
الاطارف الاماميه تعدم الاستكر,1
سماعه جيده وخفيفه الوزن وصوتها قوي بالنسبه لحجمها,1
سلعه جميله جدا,1
تساعد علي ابتكار افكار جديده خلال التصوير للهواه,1
جهاز ممتاز خصوصا ان الريموت مدمج وليس خارجي معرض للفقدان,1
اخي العزيز شكرا علي ارسالك الشحنه تم استلامها ولايوجد ابدا تاخير قبلك,1
الكفرد جدا حلو انصح اشراء المنتج,1
استخدام عده اشهر المحفظه لاتزال كالجديده وخامتها ممتازه جدا,1
توصيل الباءع ممتاز لاكن التاخير ارامكس كالعاده السلعه كانت الوصف وسعرها افضل سعر موجود ويعتبر رخيص جدا مخصص اكثر للجوالات وجيده نوعا علي الكاميرات,0
انا جربت استكر ديكولك المميز انه سهل التركيب يعني مايحتاج خبره ومع الخلفيه الشاشه يصير الجوال مختلف تماما يعني مليت الجهاز اعطيه استكر يصير شي تصاميم حلوه يعني افكار,1
